FrogID,AlternativeCD,AlternativeCR,AlternativeDF,AlternativeRA,AlternativePR,Standard1,Standard2,Standard3,Alternative1,Alternative2,Alternative3,TwoChoiceLatency,TwoChoice,ChoiceBinary,StandardAverage,AlternativeAverage,PhonotaxisScore,ScorePreference,Mismatch,SpeakerPosition,FirstPresented
15138,29,10,2693,-9,46,79,65,63,111,80,75,59,Alternative,1,69,88.66666667,-0.124735729,0,1,NA,Alternative
15139,35,19,2652,-7,58,63,74,69,58,58,58,80,Alternative,1,69,58,0.084210526,1,0,NA,Standard
15142,37,8,2553,-11,46,90,90,96,183,144,85,95,Standard,0,92,137.3333333,-0.197674418,0,0,NA,Alternative
15143,30,11,2198,-8,47,89,63,63,123,65,120,53,Standard,0,72,102.6666667,-0.177820268,0,0,NA,Alternative
15144,29,14,2604,-13,46,80,84,101,76,67,58,75,Alternative,1,88,67,0.137339056,1,0,NA,Alternative
15145,28,8,2576,-8,46,62,90,149,101,99,112,60,Standard,0,100,104,-0.017944535,0,0,NA,Alternative
15146,36,9,2391,-10,44,40,42,36,39,53,83,168,Standard,0,39,58.33333333,-0.194539249,0,0,NA,Standard
15147,34,16,2620,-17,55,101,71,46,48,58,60,163,Alternative,1,73,55.33333333,0.135416667,1,0,NA,Standard
15148,23,8,2570,-7,50,29,35,38,66,47,67,68,Standard,0,34,60,-0.276595745,0,0,NA,Standard
15149,31,14,2609,-16,48,114,36,101,51,71,67,79,Alternative,1,84,63,0.140909091,1,0,NA,Standard
15150,24,12,2325,-9,47,60,63,85,63,48,113,100,Standard,0,69,74.66666667,-0.037037037,0,0,NA,Standard
15151,29,10,2620,-13,54,68,47,46,50,69,81,79,Standard,0,54,66.66666667,-0.108033241,0,0,NA,Standard
15153,26,9,2896,-19,48,24,42,41,32,47,54,248,Standard,0,36,44.33333333,-0.108333333,0,0,NA,Standard
15154,32,12,2500,-16,46,106,183,96,157,290,62,173,Alternative,1,128,169.6666667,-0.138702461,0,1,NA,Standard
15155,26,9,2571,-12,47,90,79,47,100,65,65,74,Standard,0,72,76.66666667,-0.031390135,0,0,NA,Standard
15156,25,12,2190,-17,51,146,106,96,156,105,106,167,Standard,0,116,122.3333333,-0.026573426,0,0,NA,Alternative
15159,32,13,2612,-14,44,37,42,48,32,61,57,170,Alternative,1,42,50,-0.083032491,0,1,NA,Alternative
15160,33,11,2595,-6,49,70,69,112,67,73,89,105,Alternative,1,84,76.33333333,0.045833333,1,0,NA,Alternative
15161,33,16,2618,-11,52,48,37,80,38,35,56,78,Alternative,1,55,43,0.12244898,1,0,NA,Alternative
15162,25,9,2530,-15,49,112,90,122,91,119,200,215,Standard,0,108,136.6666667,-0.117166213,0,0,NA,Standard
15163,27,14,2594,-6,46,85,220,52,192,114,50,155,Standard,0,119,118.6666667,0.001402524,1,1,NA,Alternative
15164,35,14,2711,-11,48,128,110,128,97,70,68,101,Alternative,1,122,78.33333333,0.21797005,1,0,NA,Alternative
15165,32,14,2847,-9,50,63,40,46,54,41,37,144,Alternative,1,50,44,0.060498221,1,0,NA,Alternative
15166,33,18,2860,-15,55,100,73,85,106,39,49,39,Alternative,1,86,64.66666667,0.14159292,1,0,NA,Alternative
15167,32,12,2538,-10,46,73,68,61,86,63,92,177,Standard,0,67,80.33333333,-0.088036117,0,0,NA,Alternative
15168,33,8,2802,-18,47,51,84,52,114,77,77,81,Standard,0,62,89.33333333,-0.178021978,0,0,NA,Alternative
15169,29,15,2218,-13,50,172,52,40,66,38,46,81,Alternative,1,88,50,0.275362319,1,0,NA,Alternative
15170,28,11,2695,-16,51,62,84,79,93,65,65,81,Standard,0,75,74.33333333,0.004464286,1,1,NA,Standard
15171,36,11,2585,-9,44,139,73,86,65,43,88,129,Standard,0,99,65.33333333,0.206477733,1,1,NA,Standard
15172,35,15,2719,-18,45,89,95,90,60,61,56,65,Alternative,1,91,59,0.215077605,1,0,NA,Standard
15173,28,11,2687,-13,50,112,134,123,95,103,109,120,Standard,0,123,102.3333333,0.091715976,1,1,NA,Standard
15174,30,13,2868,-6,56,117,79,49,91,65,92,291,Alternative,1,82,82.66666667,-0.006085193,0,1,NA,Standard
15175,35,12,2576,-10,55,51,29,41,43,42,27,123,Standard,0,40,37.33333333,0.038626609,1,1,NA,Standard
