"","V1","V2","V3","V4","V5"
"1",11.5682362210142,16.4341868157467,16.4911280161887,22.7429995987869,25.2462039008931
"2",15.7234419148394,12.1622811698388,11.322545847614,9.7540559165776,9.53641213026218
"3",36.2715623487595,8.74657518777947,20.0284555210398,22.717460531444,18.1549804635842
"4",38.159325741063,11.1221748914244,36.1241164198463,11.9682608397314,11.6617359894086
"5",14.9576444157734,21.6076959952839,17.7424445266857,16.2903337426262,13.0752079604159
"6",19.283279855843,43.8152665239199,23.3374839121777,23.466764023591,11.8290924439648
"7",29.0234927247489,8.91904598597184,12.8152214678961,22.9670097993985,14.5189934992399
"8",33.9259085647753,23.3099617467172,35.2404117738563,17.7790396287923,27.1069156653194
"9",30.8323514540015,20.1959421072708,15.6689345840837,25.5311436438314,21.4803521172798
"10",19.3165038956649,24.8511197233195,24.1707585860577,15.0579317266545,37.1994147659027
"11",24.0796131534701,21.4601727009921,29.0122064027118,9.0832572762095,20.9491443346213
"12",26.2866034812888,35.7555659807956,17.477964268172,18.0235763877081,26.4088954337272
"13",26.6438042645774,20.8944354285021,29.9999692938185,16.5051544247481,14.0875590479699
"14",24.9147804307431,34.6526761552095,19.9075043932889,24.3977395903245,19.730381178378
"15",8.19296113642391,10.4834082945565,11.1683480081461,13.2588993555756,18.570922655541
"16",31.4122891477752,25.5568950756744,25.3159956632061,20.7547384691175,20.0337721595532
"17",28.1427543898531,14.9674352986664,18.496271793854,23.4808430350769,24.8820227008577
"18",14.8055701540063,7.34968983530978,22.5276701552592,10.4041753465415,35.2469766691043
"19",9.42810893126222,12.473577060966,9.1003483849284,4.04720380719592,-6.5921955670574
"20",13.5202963411599,9.27796060404494,24.7647557236465,17.1491685962388,24.4271024801935
"21",35.3132465726416,5.77087270026508,19.9817556107462,33.5696632722761,29.5726327785949
"22",11.471485983807,23.0790756320335,23.5022356347047,51.3892764340463,8.46067027994388
"23",5.85118421734873,30.6673852534494,19.8767019526682,17.6532418568186,20.7018420290347
"24",18.7983689441367,31.8400568993307,22.2978147890663,39.9846973427272,21.8498875236795
"25",31.3884463058038,33.3819091555687,19.7839371386878,7.25352965672841,17.210367035897
"26",27.0594275811128,16.9898194886662,31.0389966048655,10.6824132534272,16.1301351976969
"27",13.7124016700238,26.5952782010978,18.6695084156976,25.6360423815683,11.1029890999314
"28",27.6567917592294,11.1165573643318,43.295624339798,9.52565037447088,28.8860806025241
"29",10.8635526035166,9.21840571842636,26.8006554283283,13.0255568268825,12.1220323115686
"30",34.7079661772818,19.40676323544,8.98641209761286,11.1715194099799,10.0348496213523
"31",17.8270539560595,23.4364908793899,18.1127693049337,24.6329547123899,18.8865859720803
"32",26.3423505571261,45.3610613058598,12.3751584810806,19.2508934904663,16.6868700678849
"33",4.15409745059761,2.19807217658093,21.8368422911891,27.445380041007,20.9825516974716
"34",-1.17298098758569,25.3270047463324,32.9402503838431,43.7926835478418,21.1474295486212
"35",20.8167012389538,16.2177755328589,22.3604110575101,21.3717681880655,17.498128655584
"36",27.8270108841436,26.869993951498,26.717958998875,18.8870751136474,25.6656873738905
"37",15.4878979109032,20.629402159435,37.5853114204959,15.4644666982255,31.556997391115
"38",2.35766398985393,6.51422371815314,17.4919869053452,31.1796048388546,13.857145144755
"39",16.0538096814804,10.0437651781623,27.9945412563661,26.1223734166081,8.58477702152873
"40",6.85233553768124,17.7340347368885,19.9675113336987,29.5788415485224,11.4153860514901
"41",25.2210566392984,24.7420953269315,31.7155561577376,18.5846676744156,16.9540327945623
"42",25.8479101997982,20.6767056336132,3.36339389176806,31.1680260157087,14.4071750204928
"43",10.537094164216,24.8371345370833,11.342583854958,17.1701674898574,23.9909961696157
"44",20.8278304319984,17.8600236497382,19.3316944499682,11.9514564546557,18.901695898279
"45",31.8129444354311,20.5374897149829,22.0219805179651,33.8836817793586,23.744213051651
"46",17.7989740550801,17.9531443978525,25.4232360114855,5.74003761166981,21.4702864673279
"47",26.6741209987968,17.2500983798598,12.3232984484533,5.31058202372608,29.3450756202534
"48",5.13141048971088,13.0117744784164,25.4034774333279,37.1062311316698,22.9570781984349
"49",15.4333916386014,31.2213100212611,43.2929965631137,34.0494581732892,38.189499506943
"50",22.3832303322655,-0.597986604769744,13.583157350315,17.7594887932741,3.14719355189395
"51",28.3173153189023,9.9129550928455,-12.5577693067005,33.0501186817317,34.5351570478419
"52",26.404383687523,15.1053553677768,17.3286391509672,27.927388633646,10.3136998759103
"53",29.9371210042066,18.7136155858105,4.18851319451243,17.1543905877929,6.76488691256861
"54",46.0056664447942,3.09753088013166,17.2499258333727,21.5675520645528,-3.23058440969527
"55",12.815411060094,21.1024990834835,6.28208609704765,39.9227625099602,9.82411984199717
"56",25.3321033367013,29.6104180712322,15.3291758404803,35.1571111981328,16.8682196116464
"57",12.1035029454685,21.3936580692639,8.80572546285063,17.5286572749895,27.8773907179516
"58",10.1085949143646,26.9426583413192,25.6731314631591,9.52510123715125,21.4280898883796
"59",14.7126614833789,21.6391199988034,20.9518113251938,7.22712068275059,22.0588113535473
"60",2.5937424478269,2.64853281028552,22.6855482495179,14.0221011093814,29.6516797816663
"61",19.9466840346414,19.4654244799101,14.4340511609136,29.8196764657316,38.5239804413481
"62",1.33401084305621,12.1173942687844,4.31789045239694,17.5840739042902,13.0694071247045
"63",32.7409668271236,8.81703159552533,32.7247513353405,6.38588555900223,23.9563060777974
"64",4.23480619129237,15.467142154242,4.19909897598207,20.8062932157251,27.0797090476512
"65",25.4891250854088,11.6685294274742,15.3721829022618,18.9018060814051,0.017560004198959
"66",9.77085204724119,19.157221897921,27.0074799635697,39.6854681134692,26.5021783458976
"67",33.5335202353093,19.7623639530034,32.6069725940264,25.8867897300043,17.4898800752571
"68",25.1865948269401,14.8798443085515,11.3692571415605,18.0877647463724,15.2994774272813
"69",4.44067305529259,26.662974880742,16.6754231582032,29.7658799246528,17.0952762035942
"70",27.2090948753965,12.4820316615703,18.1631757941524,23.4860814504171,22.7536459114693
"71",11.8653748468591,8.4590620763216,11.7832318929891,10.1008754982218,23.7514289421606
"72",19.618940104607,22.2805211785008,11.0919578045472,2.22458649081018,34.6529817423791
"73",17.5102297853972,39.2536654193206,27.2424686011639,28.2173216384072,7.01811612321783
"74",18.4355770664141,37.7335245330406,25.6165098100308,18.3947195565622,-5.55348880386084
"75",26.3071450224007,14.2554564679832,20.6167061352894,9.74198633935644,7.33310771211703
"76",14.0737840767486,25.7547533429768,36.3556460317394,24.88044062996,12.0170756669606
"77",16.9282753381041,19.558956194094,8.62001805802277,36.518278973898,18.8540652920767
"78",13.4112637731809,28.3031836980437,11.267279072471,12.9011900394657,25.5876260912148
"79",9.18098361036607,7.91851446701376,9.42594105349056,2.68451865067162,11.664900477655
"80",28.0227711339802,16.750118572714,20.1649428657206,28.2188698355544,30.8626158182286
"81",10.2116143255295,22.0089513942688,25.3143764246174,6.45003770105315,15.5969166346038
"82",33.1020846976062,10.870395711194,20.4803473241834,9.52603033386699,19.6239682629602
"83",-9.9333044780917,18.3040364136896,20.3838768570069,18.0840074791993,35.9023155135552
"84",15.7965335861965,26.5865696164425,30.9364197137848,15.5010449941461,-2.00762059287545
"85",16.0953123737707,10.6307018451981,28.9019044281042,8.81209772138781,24.8453504009105
"86",12.6220561831715,45.685837696625,19.4274818657777,17.9523329428712,-5.98535091558859
"87",16.3220520280942,18.7228835254558,19.8097749778768,35.0688624380175,22.8792805085391
"88",28.3920342394171,21.5213310874974,23.3404100911339,18.7352708033201,20.3985762349251
"89",21.2293120870123,35.5810686699484,14.1356787454425,32.4238435469778,16.8814680790058
"90",17.7989516117299,16.2931691835011,24.126547706181,1.17923967305773,15.5771211948274
"91",24.166554358827,5.71331750646123,22.2771643391794,24.0025957425116,24.696017566835
"92",21.423421920896,5.75482913986041,17.6548167031423,29.112142501896,23.4256667399309
"93",4.85998216428867,19.1568474405955,24.3878889812014,22.1861850128523,23.1293015016988
"94",9.87164136991775,29.4374817002225,3.99653971517752,9.74748156819969,13.1732177907342
"95",38.1372635760777,18.9863766000233,2.38060169585246,33.4330009576382,27.463780100512
"96",6.38543436393881,26.494180858504,22.6281353179676,24.2209307417723,18.2416753173699
"97",24.4009078449331,3.24684727211005,21.7473852484516,18.2231434473064,41.4748735764302
"98",10.9685659956848,19.3967683046399,16.7035171908983,27.6253863771301,19.5750207847183
"99",16.0307836952469,2.02217752515119,8.06964896234185,23.1062690177315,13.5565975595881
"100",23.7281506912563,12.6719888846598,32.0295532455748,26.652179862241,13.7996828590854
